docId,filename,top topics, and contribution to doc ...,,,,,,,,,,,,,,,,,,,,
133,30-m.txt,9,0.231,8,0.162,3,0.103,11,0.094,4,0.085,10,0.077,2,0.06,13,0.051,7,0.051,,,,
145,41-f.txt,9,0.286,2,0.095,14,0.077,12,0.071,10,0.071,5,0.071,6,0.065,11,0.06,8,0.06,1,0.054,,
156,51-m.txt,9,0.329,11,0.104,1,0.09,6,0.077,12,0.059,7,0.059,,,,,,,,,,
157,52-f.txt,9,0.24,12,0.216,2,0.111,1,0.094,15,0.053,10,0.053,,,,,,,,,,
182,75-m.txt,9,0.405,6,0.078,13,0.071,7,0.063,11,0.061,,,,,,,,,,,,
5,102-m.txt,8,0.54,6,0.08,14,0.06,5,0.06,4,0.05,,,,,,,,,,,,
9,106-f.txt,8,0.389,6,0.099,14,0.092,2,0.092,5,0.076,13,0.069,3,0.053,,,,,,,,
37,131-m.txt,8,0.328,11,0.094,10,0.094,6,0.094,14,0.063,4,0.063,1,0.063,,,,,,,,
38,132-f.txt,8,0.36,11,0.091,12,0.086,1,0.086,7,0.07,10,0.059,,,,,,,,,,
60,152-f.txt,8,0.368,13,0.09,12,0.085,11,0.08,10,0.075,2,0.061,7,0.057,,,,,,,,
67,159-f.txt,8,0.229,2,0.138,12,0.083,4,0.083,10,0.073,11,0.064,13,0.055,3,0.055,,,,,,
86,176-f.txt,8,0.215,12,0.108,15,0.077,14,0.077,11,0.077,10,0.062,7,0.062,4,0.062,2,0.062,,,,
99,188-u.txt,8,0.197,14,0.172,15,0.121,3,0.102,6,0.089,1,0.07,11,0.064,5,0.051,,,,,,
113,20-m.txt,8,0.367,14,0.1,10,0.092,2,0.083,7,0.067,5,0.067,6,0.05,1,0.05,,,,,,
120,206-f.txt,8,0.295,12,0.105,14,0.09,9,0.08,6,0.075,13,0.065,11,0.055,10,0.055,,,,,,
127,25-m.txt,8,0.188,15,0.174,7,0.174,4,0.101,10,0.072,12,0.058,3,0.058,,,,,,,,
142,39-m.txt,8,0.331,13,0.113,2,0.113,4,0.097,12,0.081,11,0.073,6,0.065,,,,,,,,
174,68-m.txt,8,0.235,2,0.209,11,0.111,15,0.098,7,0.065,3,0.065,12,0.059,,,,,,,,
177,70-m.txt,8,0.336,7,0.166,9,0.118,1,0.085,13,0.057,11,0.052,6,0.052,,,,,,,,
190,82-f.txt,8,0.472,6,0.087,5,0.073,11,0.055,15,0.05,,,,,,,,,,,,
200,91-m.txt,8,0.176,11,0.121,9,0.121,10,0.099,14,0.077,1,0.077,13,0.066,5,0.066,4,0.066,,,,
206,97-m.txt,8,0.304,13,0.134,3,0.094,12,0.067,6,0.067,7,0.055,,,,,,,,,,
21,117-m.txt,7,0.196,1,0.134,15,0.124,9,0.091,8,0.077,12,0.072,13,0.062,,,,,,,,
24,12-m.txt,7,0.276,11,0.228,10,0.106,4,0.089,13,0.057,,,,,,,,,,,,
45,139-f.txt,7,0.455,5,0.098,2,0.07,13,0.056,9,0.056,,,,,,,,,,,,
63,155-u.txt,7,0.375,1,0.2,14,0.067,13,0.067,12,0.05,6,0.05,,,,,,,,,,
84,174-f.txt,7,0.209,9,0.204,3,0.11,12,0.079,14,0.063,13,0.063,6,0.052,,,,,,,,
102,190-m.txt,7,0.335,14,0.092,5,0.092,11,0.086,12,0.07,13,0.065,6,0.065,,,,,,,,
103,191-m.txt,7,0.42,10,0.094,4,0.072,14,0.065,9,0.065,3,0.065,2,0.065,,,,,,,,
107,195-f.txt,7,0.214,13,0.173,12,0.153,10,0.061,14,0.051,11,0.051,5,0.051,1,0.051,,,,,,
108,196-f.txt,7,0.405,12,0.108,2,0.081,13,0.054,10,0.054,,,,,,,,,,,,
124,22-m.txt,7,0.174,15,0.152,14,0.152,10,0.152,1,0.109,13,0.087,8,0.065,3,0.065,,,,,,
130,28-m.txt,7,0.312,6,0.14,3,0.072,15,0.068,4,0.068,,,,,,,,,,,,
146,42-m.txt,7,0.333,3,0.133,14,0.086,13,0.086,11,0.067,15,0.057,8,0.057,,,,,,,,
149,45-u.txt,7,0.212,14,0.19,6,0.102,4,0.08,2,0.073,5,0.066,11,0.051,,,,,,,,
151,47-m.txt,7,0.465,6,0.063,14,0.06,5,0.053,,,,,,,,,,,,,,
198,9-m.txt,7,0.315,1,0.096,10,0.091,2,0.078,12,0.073,14,0.059,9,0.059,3,0.05,,,,,,
205,96-m.txt,7,0.339,14,0.143,6,0.134,9,0.089,15,0.071,13,0.054,,,,,,,,,,
2,10-m.txt,6,0.23,9,0.18,15,0.082,13,0.082,12,0.066,1,0.066,,,,,,,,,,
29,124-f.txt,6,0.152,5,0.139,12,0.114,14,0.101,15,0.089,13,0.076,10,0.076,2,0.076,,,,,,
40,134-f.txt,6,0.445,13,0.18,11,0.104,7,0.052,,,,,,,,,,,,,,
47,140-f.txt,6,0.382,10,0.092,2,0.086,8,0.079,14,0.072,4,0.059,3,0.059,9,0.053,,,,,,
89,179-f.txt,6,0.119,14,0.107,11,0.107,10,0.095,7,0.083,4,0.083,1,0.083,8,0.071,,,,,,
123,21-m.txt,6,0.27,12,0.111,14,0.095,5,0.095,13,0.079,11,0.079,9,0.063,8,0.063,,,,,,
135,32-m.txt,6,0.296,14,0.092,13,0.092,3,0.092,11,0.079,5,0.072,9,0.059,7,0.053,2,0.053,,,,
137,34-f.txt,6,0.184,4,0.145,5,0.105,10,0.092,11,0.079,3,0.079,13,0.059,8,0.059,,,,,,
150,46-m.txt,6,0.439,1,0.102,11,0.07,4,0.07,15,0.064,7,0.051,,,,,,,,,,
160,55-m.txt,6,0.445,3,0.089,7,0.085,9,0.065,14,0.053,,,,,,,,,,,,
167,61-f.txt,6,0.2,1,0.126,12,0.104,13,0.089,14,0.074,9,0.067,7,0.059,5,0.059,,,,,,
3,100-m.txt,5,0.458,10,0.061,3,0.061,6,0.056,14,0.05,11,0.05,1,0.05,,,,,,,,
4,101-m.txt,5,0.28,13,0.133,8,0.107,11,0.093,3,0.067,15,0.053,6,0.053,4,0.053,2,0.053,,,,
11,108-m.txt,5,0.153,9,0.144,14,0.117,6,0.117,10,0.099,13,0.054,7,0.054,3,0.054,,,,,,
12,109-m.txt,5,0.361,3,0.137,7,0.082,10,0.068,11,0.064,6,0.064,,,,,,,,,,
25,120-m.txt,5,0.293,12,0.122,11,0.098,14,0.079,15,0.061,3,0.055,,,,,,,,,,
33,128-f.txt,5,0.301,12,0.181,2,0.084,11,0.072,7,0.072,13,0.06,,,,,,,,,,
35,13-m.txt,5,0.387,7,0.081,2,0.081,6,0.065,14,0.056,12,0.056,8,0.056,,,,,,,,
46,14-m.txt,5,0.365,13,0.115,10,0.067,6,0.067,11,0.058,8,0.058,7,0.058,,,,,,,,
55,148-f.txt,5,0.298,2,0.117,12,0.083,13,0.072,6,0.064,4,0.064,10,0.06,14,0.057,,,,,,
122,208-f.txt,5,0.237,10,0.115,3,0.107,13,0.084,8,0.084,12,0.076,6,0.061,14,0.053,7,0.053,,,,
152,48-m.txt,5,0.201,13,0.156,14,0.111,3,0.106,11,0.095,2,0.08,,,,,,,,,,
172,66-m.txt,5,0.273,13,0.18,11,0.101,8,0.086,12,0.067,7,0.056,,,,,,,,,,
179,72-m.txt,5,0.234,2,0.117,14,0.096,7,0.096,10,0.085,12,0.074,4,0.074,9,0.064,3,0.053,,,,
188,80-f.txt,5,0.311,4,0.126,15,0.066,13,0.066,10,0.066,8,0.06,9,0.053,1,0.053,,,,,,
201,92-f.txt,5,0.273,8,0.079,15,0.075,4,0.075,1,0.07,3,0.062,14,0.057,13,0.057,,,,,,
207,98-m.txt,5,0.245,4,0.213,6,0.138,11,0.085,14,0.053,9,0.053,8,0.053,,,,,,,,
69,160-f.txt,4,0.19,11,0.143,5,0.127,13,0.111,6,0.111,14,0.063,8,0.063,,,,,,,,
71,162-f.txt,4,0.483,2,0.059,11,0.056,10,0.053,6,0.053,,,,,,,,,,,,
90,18-u.txt,4,0.315,7,0.213,5,0.135,14,0.09,11,0.056,,,,,,,,,,,,
97,186-f.txt,4,0.361,3,0.134,5,0.109,2,0.067,14,0.059,6,0.059,,,,,,,,,,
110,198-f.txt,4,0.2,3,0.2,7,0.14,12,0.1,13,0.08,1,0.08,8,0.06,5,0.06,,,,,,
115,201-f.txt,4,0.382,10,0.162,6,0.096,5,0.059,2,0.059,,,,,,,,,,,,
138,35-f.txt,4,0.285,2,0.176,11,0.155,14,0.079,13,0.067,1,0.067,,,,,,,,,,
148,44-f.txt,4,0.187,9,0.15,2,0.103,11,0.093,15,0.075,5,0.075,6,0.065,7,0.056,,,,,,
161,56-m.txt,4,0.448,6,0.083,13,0.075,12,0.06,,,,,,,,,,,,,,
168,62-f.txt,4,0.309,6,0.159,10,0.145,14,0.091,2,0.05,,,,,,,,,,,,
171,65-f.txt,4,0.352,7,0.085,15,0.075,6,0.075,10,0.068,12,0.065,5,0.065,8,0.059,,,,,,
173,67-m.txt,4,0.487,13,0.112,11,0.102,7,0.081,,,,,,,,,,,,,,
175,69-f.txt,4,0.283,14,0.104,11,0.104,1,0.098,15,0.075,13,0.069,12,0.058,,,,,,,,
191,83-f.txt,4,0.236,2,0.174,10,0.109,11,0.072,12,0.062,14,0.051,8,0.051,,,,,,,,
10,107-m.txt,3,0.266,6,0.16,8,0.074,15,0.069,4,0.069,13,0.059,5,0.053,,,,,,,,
15,111-m.txt,3,0.331,12,0.148,10,0.101,11,0.089,2,0.083,,,,,,,,,,,,
52,145-f.txt,3,0.238,11,0.11,15,0.099,7,0.099,10,0.064,9,0.064,2,0.058,1,0.052,,,,,,
66,158-u.txt,3,0.466,13,0.178,,,,,,,,,,,,,,,,,,
83,173-f.txt,3,0.169,9,0.143,1,0.117,14,0.091,10,0.091,5,0.091,6,0.065,13,0.052,,,,,,
88,178-f.txt,3,0.35,7,0.126,6,0.078,13,0.058,8,0.058,,,,,,,,,,,,
92,181-f.txt,3,0.131,11,0.123,10,0.123,5,0.123,4,0.123,12,0.115,2,0.098,,,,,,,,
98,187-f.txt,3,0.26,6,0.137,14,0.115,5,0.084,10,0.069,13,0.056,8,0.051,1,0.051,,,,,,
104,192-m.txt,3,0.492,15,0.066,8,0.055,,,,,,,,,,,,,,,,
121,207-f.txt,3,0.172,1,0.127,7,0.109,13,0.081,6,0.077,10,0.063,4,0.059,2,0.059,,,,,,
125,23-m.txt,3,0.277,7,0.255,9,0.106,13,0.085,1,0.085,,,,,,,,,,,,
129,27-m.txt,3,0.25,14,0.167,5,0.167,9,0.083,7,0.083,1,0.083,,,,,,,,,,
178,71-m.txt,3,0.38,13,0.106,10,0.078,9,0.073,7,0.061,15,0.053,11,0.053,,,,,,,,
186,79-m.txt,3,0.477,6,0.083,1,0.076,8,0.068,5,0.053,,,,,,,,,,,,
195,87-m.txt,3,0.246,14,0.168,10,0.108,9,0.084,15,0.072,8,0.06,,,,,,,,,,
7,104-m.txt,2,0.416,11,0.149,4,0.109,,,,,,,,,,,,,,,,
13,11-f.txt,2,0.292,13,0.174,1,0.118,10,0.072,11,0.062,15,0.056,8,0.056,,,,,,,,
22,118-m.txt,2,0.279,9,0.201,14,0.149,3,0.078,6,0.071,15,0.052,,,,,,,,,,
53,146-m.txt,2,0.336,6,0.079,15,0.071,10,0.064,8,0.064,5,0.064,11,0.057,3,0.05,1,0.05,,,,
58,150-f.txt,2,0.239,6,0.114,1,0.1,9,0.08,5,0.075,14,0.065,4,0.055,,,,,,,,
59,151-f.txt,2,0.306,13,0.2,6,0.165,12,0.082,11,0.059,,,,,,,,,,,,
64,156-f.txt,2,0.206,12,0.186,11,0.118,6,0.088,13,0.078,8,0.069,5,0.069,,,,,,,,
73,164-f.txt,2,0.222,11,0.143,10,0.111,9,0.095,1,0.079,6,0.063,,,,,,,,,,
81,171-f.txt,2,0.271,14,0.209,3,0.093,1,0.093,6,0.07,4,0.054,,,,,,,,,,
85,175-f.txt,2,0.355,12,0.107,10,0.075,11,0.061,1,0.061,13,0.051,9,0.051,7,0.051,,,,,,
93,182-f.txt,2,0.276,5,0.138,12,0.086,11,0.069,9,0.069,13,0.063,4,0.057,,,,,,,,
94,183-f.txt,2,0.28,12,0.137,6,0.099,1,0.093,8,0.087,11,0.068,,,,,,,,,,
95,184-f.txt,2,0.269,15,0.129,6,0.095,12,0.08,5,0.055,4,0.055,,,,,,,,,,
166,60-f.txt,2,0.379,13,0.132,1,0.066,10,0.06,14,0.055,12,0.055,6,0.055,,,,,,,,
170,64-f.txt,2,0.445,12,0.094,11,0.076,14,0.073,13,0.058,,,,,,,,,,,,
189,81-f.txt,2,0.254,10,0.156,12,0.127,13,0.088,11,0.068,6,0.054,,,,,,,,,,
34,129-m.txt,1,0.361,11,0.106,6,0.078,9,0.063,,,,,,,,,,,,,,
41,135-f.txt,1,0.367,3,0.072,13,0.065,9,0.065,4,0.058,15,0.05,6,0.05,,,,,,,,
75,166-m.txt,1,0.458,6,0.084,8,0.058,2,0.058,11,0.052,,,,,,,,,,,,
126,24-m.txt,1,0.435,6,0.089,3,0.079,5,0.058,13,0.052,12,0.052,,,,,,,,,,
134,31-m.txt,1,0.332,7,0.205,9,0.1,14,0.087,,,,,,,,,,,,,,
141,38-f.txt,1,0.284,15,0.116,14,0.11,4,0.077,12,0.071,8,0.065,9,0.058,,,,,,,,
143,4-u.txt,1,0.24,11,0.116,9,0.091,6,0.083,8,0.066,12,0.058,10,0.058,4,0.058,,,,,,
158,53-m.txt,1,0.241,9,0.177,2,0.121,4,0.106,13,0.092,6,0.071,,,,,,,,,,
159,54-m.txt,1,0.411,14,0.091,11,0.081,12,0.071,6,0.065,,,,,,,,,,,,
181,74-m.txt,1,0.318,7,0.223,15,0.09,9,0.073,,,,,,,,,,,,,,
193,85-m.txt,1,0.472,11,0.08,14,0.075,13,0.075,4,0.075,,,,,,,,,,,,
194,86-m.txt,1,0.258,14,0.175,7,0.115,9,0.103,3,0.099,11,0.06,,,,,,,,,,
