topicId,rank,docId,filename
1,142,142,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/39-m.txt
1,143,141,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/38-f.txt
1,144,135,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/32-m.txt
1,145,134,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/31-m.txt
1,146,132,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/3-m.txt
1,147,129,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/27-m.txt
1,148,128,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/26-m.txt
1,149,127,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/25-m.txt
1,150,126,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/24-m.txt
1,151,123,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/21-m.txt
1,152,119,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/205-m.txt
1,153,115,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/201-f.txt
1,154,112,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/2-f.txt
1,155,111,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/199-f.txt
1,156,110,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/198-f.txt
1,157,109,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/197-f.txt
1,158,108,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/196-f.txt
1,159,106,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/194-m.txt
1,160,105,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/193-m.txt
1,161,104,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/192-m.txt
1,162,103,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/191-m.txt
1,163,102,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/190-m.txt
1,164,101,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/19-m.txt
1,165,99,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/188-u.txt
1,166,97,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/186-f.txt
1,167,96,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/185-f.txt
1,168,95,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/184-f.txt
1,169,92,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/181-f.txt
1,170,91,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/180-f.txt
1,171,89,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/179-f.txt
1,172,86,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/176-f.txt
1,173,83,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/173-f.txt
1,174,79,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/17-u.txt
1,175,78,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/169-m.txt
1,176,77,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/168-m.txt
1,177,76,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/167-m.txt
1,178,75,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/166-m.txt
1,179,74,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/165-f.txt
