docId,filename,top topics, and contribution to doc ...
1,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/1-m.txt,42,0.207,16,0.104,10,0.083,36,0.058
2,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/10-m.txt,37,0.279,13,0.082,7,0.074,41,0.066,18,0.053
3,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/100-m.txt,32,0.413,10,0.078
4,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/101-m.txt,32,0.293,47,0.080,3,0.067,42,0.053,37,0.053,25,0.053,17,0.053
5,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/102-m.txt,14,0.470,25,0.060,49,0.050,37,0.050
6,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/103-m.txt,11,0.209,19,0.113,44,0.056
7,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/104-m.txt,27,0.277,18,0.079,12,0.079,11,0.079,40,0.059
8,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/105-f.txt,38,0.235,4,0.123,17,0.086
9,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/106-f.txt,48,0.366,3,0.076,4,0.053,1,0.053
10,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/107-m.txt,43,0.335,42,0.059,16,0.059
11,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/108-m.txt,32,0.189,44,0.072,43,0.063,36,0.063,47,0.054,28,0.054,25,0.054
12,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/109-m.txt,3,0.406
13,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/11-f.txt,40,0.256,2,0.097,30,0.072,25,0.062
14,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/110-m.txt,40,0.103,14,0.103,17,0.086,7,0.069,20,0.060,10,0.060
15,/Users/lawrence/Desktop/MASTERS-ESSAY/SUMMARIES/111-m.txt,9,0.349,43,0.101,3,0.077
